"SourceTextTitle","SourceTextCode","PageNumber","PageEventEnds","Location","LocationCode","CharactersPresent","NarrativeStatus","Date","Era","Body","characters_introduced","eventname","fade","importance","lab","mark","n","Remembered","s","style","x","y","First 8-10 words of event","Nid","OrderWithinPage","Chronological Order","Summary","Keywords","CharactersMentioned","Indeterminate Date Range","kw_actions","kw_aesthetics","kw_cultural_issues","kw_environment","kw_relationships","kw_themes_and_motifs"
"Absalom, Absalom!","AA","144","145","Sutpen's Store","100","15340, 15469","Told","1867-01-01 to 1867-12-31","Reconstruction (1866-1889)","","","","","","","","","","","","","","because he found a successor by just turning","24515","144.05","407.50","<p>Shreve notes that the ""successor"" Sutpen found after Rosa left made it impossible for Rosa herself to tell anyone what he had done to her (144).  [SOURCE: Shreve]</p>","","","0","","","Class > Class consciousness","","Romantic > Courtship",""
"Absalom, Absalom!","AA","144","144","Coldfield House","010","15465","Told","1866-06-02 to 1868-12-12","Reconstruction (1866-1889)","","","","","","","","","","","","","","would not have had to be blown back to town","24514","144.04","399.20","<p>Shreve describes how Rosa fled ""back to town"" after Sutpen made his outrageous proposal, and, briefly, how the lived by stealing from her neighbors' gardens (144).  [SOURCE: Shreve]</p>","","","0","Interaction, Social > Charity | Movement > Running away","","Crime > Theft|Robbery | Economy > Poverty | Health and Illness > Traumatized","","",""
"Absalom, Absalom!","AA","144","144","Sutpen Plantation","017","15465, 15469","Told","1866-06-01 to 1866-06-30","Reconstruction (1866-1889)","","","","","","","","","","","","","","and right about the brother-in-law because if","24513","144.03","399.10","<p>Shreve describes the event that left Rosa Coldfield wearing black for 43 years: Sutpen's outrageous proposal to her that they ""breed together"" first, and if they conceive a male child he will marry her (144).  This is the first time the novel finally answers the question about Rosa's black clothes that it raised on its opening page.  [SOURCE: Shreve]</p>","","","0","Emotional > Outrage | Verbal > Insulting","Allusion, Mythical > Agamemnon | Allusion, Mythical > Cassandra | Allusion, Mythical > Pyramus and Thisbe | Narrative > Delayed revelation","Sexuality > Extra-marital","","",""
"Absalom, Absalom!","AA","144","144","Coldfield House","010","15459, 15465","Told","1861-09-01 to 1864-12-12","Civil War (1861-1865)","","","","","","","","","","","","","","then her father nailed himself up in the attic","24512","144.02","314.10","<p>Shreve describes how Goodhue Coldfield nailed himself up in his attic, where he died.  [SOURCE: Shreve]</p>","","15315, 15314","0","Bodily > Dying | Movement > Hiding","","War > Draft evasion / Draft dodging | War > Noncombatant","Domestic Space > Attic","",""
"Absalom, Absalom!","AA","144","144","Coldfield House","010","15459, 15465, 15322, 15303","Told","1854-01-01 to 1855-12-12","Antebellum (1831-1860)","","","","","","","","","","","","","","""That this old dame that grew up in a household","24511","144.01","141.10","<p>Shreve briefly describes Rosa's childhood, up to the point when her aunt ""slid down the rainpipe with a horse trader"" (144).  [SOURCE: Shreve]  NOTE: When Mr. Compson earlier described the aunt's elopement he said she ""climbed out the window"" (50).</p>","","","0","","","Age > Childhood","","Marital > Elopement",""
"Absalom, Absalom!","AA","107","108","Northwest Road|Jefferson to Memphis","496","15465, 15453","Told","1865-05-03","Civil War (1861-1865)","","","","","","","","","","","","","","that brute who appeared to believe that he had","24510","107.04","366.10","<p>As they ride together to Sutpen's plantation, Wash won't tell Rosa ""what happened"" there (108).  [SOURCE: Rosa]</p>","","15456, 15461","0","Emotional > Frustration | Movement > Buggy","","","Place > Road","",""
"Absalom, Absalom!","AA","107","107","Fishing Camp|Hunting Camp","018","15340, 15453, 15469","Told","1867-01-01 to 1869-08-12","Reconstruction (1866-1889)","","","","","","","","","","","","","","that brute progenitor of brutes whose granddaughter","24509","107.03","408.10","<p>Rosa looks ahead to the role Wash Jones and his granddaughter play at the end of Sutpen's life.  [SOURCE: Rosa]</p>","","15456","0","","Allusion, Biblical > Satan | Figures of Speech > People compared to animals | Narrative > Anticipation","Class > Class consciousness | Class > Dehumanization","","","Determinism > Fated | Values > Justice"
"Absalom, Absalom!","AA","68","68","Compson Place","009","15460, 15470","Narrated","1909-09-06","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Because that's what a Southern lady is.","24507","68.01","496.10","<p>Mr. Compson interrupts his narrative of Rosa's actions to create a misogynistic profile of ""a Southern lady"" (68).  Although he seems to assert that Rosa's actions will confirm his generalization, in fact - as the next paragraph acknowledges - Rosa doesn't do what ""she would have been expected to"" (68).  [SOURCE: Father]</p>","","24508","0","Verbal > Defining","Allusion, Literary > Vampire | Narrative > Irony | Symbolism > Blood","Gender > Chauvinism / Misogyny | Gender > Southern woman","","Familial > Extended family | Hierarchical > Master-servant","Objects > Chamber pot | Objects > Parasol | Objects > Trunk"
"Absalom, Absalom!","AA","62","62","Sutpen Plantation","017","15461, 15469","Told","1860-12-24","Antebellum (1831-1860)","","","","","","","","","","","","","","of how on the night before Christmas there","24505","62.03","267.10","<p>From ""the negroes"" at the Supten plantation, Rosa and the town learn of the argument between Sutpen and Henry on Christmas Eve, leading to Henry's ""formally adjuring his father and renouncing his birthright"" (62).  [SOURCE: Sutpen Slaves; Father]</p>","","15463, 15456","0","Verbal > Arguing","","Race > Negro reporting white behavior","Time of Year > Christmas Eve","Familial > Dissolution | Familial > Father-son","Arrivals/Departures > Leaving home | Inheritance > Renouncing"
"Absalom, Absalom!","AA","37","39","Jefferson Courthouse and Square","054","15459, 15456, 15469","Told","1838-04-03 to 1838-05-31","Antebellum (1831-1860)","","","","","","","","","","","","","","of the two men it was Sutpen who desired","24504","37.04","99.10","<p>Mr. Compson explains how Sutpen and Coldfield viewed the wedding.  [SOURCE: Father]</p>","","15283, 15336, 15322","0","Communication > Lack of communication | Economic > Investing | Interaction, Private > Coercion | Interaction, Social > Church | Interaction, Social > Marriage | Legal > Bailing out | Legal > Bonding","Figures of Speech > Creditor | Narrative > Commentary | Narrative > Parentheses | Narrative > Resumption of sentence after interruption | Narrative > Withholding","Class > Respectability | Economy > Commerce | Law > Bail | Ritual > Wedding","Public > Church","Civic > Pillar of the community | Commercial > Business partners | Marital > Father in law-son in law","Community > Wedding | Values > Conscience | Values > Propriety"
"Absalom, Absalom!","AA","37","37","Compson Place","009","15460, 15470","Narrated","1909-09-06","Turn of the Century (1890-1913)","","","","","","","","","","","","","","(I dont speak of Ellen, of course; in fact, you will notice","24502","37.03","494.50","<p>Mr. Compson interrupts his reconstruction of Sutpen and Ellen's wedding to generalize about the cause and effect relationship between women who never had formal wedding and the cause of ""most divorces"" (37).  [SOURCE: Father]</p>","","15456, 24503","0","Bodily > Chewing | Economic > Buying | Emotional > Betrayal | Emotional > Frustration | Legal > Divorce | Legal > Marriage","Figures of Speech > Metaphor | Narrative > Commentary | Narrative > Parentheses | Tone > Sarcastic","Gender > And marriage | Gender > Chauvinism / Misogyny | Gender > Femininity | Gender > Women | Law > Justice of the Peace | Ritual > Wedding | Sexuality > Female","Public > Courtroom | Time of Day > Midnight","Marital > Civil marriage | Marital > Divorce | Marital > Shotgun marriage | Marital > Wedding","Money > As symbol | Values > Decorum"
"Absalom, Absalom!","AA","301","301","Harvard University","289","15470, 15458","Narrated","1910-01-15","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Quentin did not answer; he did not even say,","24500","301.02","574.60","<p>As Shreve begins to conclude the Sutpen story, Quentin lies in the darkness ""breathing the chill"" of the winter inside and outside their dorm room (301).  [SOURCE: Narrator]</p>","","15465","0","Bodily > Breathing","Figures of Speech > Negation","","Weather > Cold","",""
"Absalom, Absalom!","AA","301","301","Sutpen Plantation","017","15421, 15473","Told","1909-12-28 to 1910-01-10","Turn of the Century (1890-1913)","","","","","","","","","","","","","","there was nothing left now, nothing out there now","24499","301.04","520.20","<p>After saying that ""it was all finished,"" Shreve mentions that the last survivor of the Sutpen story, Jim Bond, was heard ""howling"" at the burnt ruins of the mansion for some time after the fire (301).  [SOURCE: Shreve]</p>","","","0","","","","Auditory > Howling | Place > Decayed plantation","Familial > Descendants","Past > Past in present"
"Absalom, Absalom!","AA","301","301","Coldfield House","010","15465","Told","1909-12-26 to 1910-01-08","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""And she went to bed because it was all finished","24498","301.03","520.10","<p>Shreve describing Rosa's return home to take to her bed, ""because it was all finished now"" - ""and so she died"" (301).  [SOURCE: Shreve]</p>","","","0","Bodily > Dying","","","","","Past > Freedom from it"
"Absalom, Absalom!","AA","299","299","Harvard University","289","15470, 15458","Narrated","1910-01-15","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Now the chimes  began, ringing for one oclock.","24497","299.02","574.50","<p>As the Harvard clock chimes ""one oclock"" into the ""icy air,"" Quentin and Shreve pause a moment, ""perhaps"" to listen to it (299).  [SOURCE: Narrator]</p>","","","0","Perceptual > Listening","","","Auditory > Clock chiming","","Time > Measuring time"
"Absalom, Absalom!","AA","276","276","Carolina in the Civil War","1258","15463, 15461","Narrated","1864-01-01 to 1865-02-28","Civil War (1861-1865)","","","","","","","","","","","","","","the one who did not yet know what he","24496","276.03","333.10","<p>Having suggested that Quentin and Shreve's narrative perspective has merged with Bon's and Henry's - ""two, four, now two again"" (276), the narrative describes how the question of Bon's marriage to Judith remains undecided.  [SOURCE: Bon-Henry-Quentin-Shreve]</p>","","","0","Emotional > Anxiety","Allusion, Historical > Duke John of Lorraine | Narrative > Collaborative narration","Religion > Godhead | Sexuality > Incest","","",""
"Absalom, Absalom!","AA","203","204","Sutpen Plantation Stable","097","15464, 15469, 15326","Told","1834-01-01 to 1855-12-31","Antebellum (1831-1860)","","","","","","","","","","","","","","whom Grandfather himself had seen fight naked chest to chest","24495","203.05","61.60","<p>General Compson remembers watching Sutpen ""fight naked chest to chest"" with his ""wild niggers,"" both before his house was finished and after he was married (203).   [SOURCE: Grandfather-Quentin]</p>","","15456","1","Violent > Fighting","","Violence > Interracial","","Hierarchical > Master-slave","Recurring Tropes > Design"
"Absalom, Absalom!","AA","88","89","New Orleans, Louisiana","146","15463, 15461, 15723, 15724, 24494","Told","1860-12-27 to 1861-01-31","Antebellum (1831-1860)","","","","","","","","","","","","","","a trap, a riding horse standing before a scarce-seen","24492","88.01","274.90","<p>Mr. Compson imagines how Bon took Henry to the exclusive slave market where enslaved women were sold to ""predatory"" and ""goatlike"" young aristocratic men as concubines (89).  [SOURCE: Father]</p>","","","0","Mental > Learning","","Sexuality > Racialized | Slavery > Buying slaves | Slavery > Concubinage","Place > Slave market","",""
"Absalom, Absalom!","AA","26","26","Jefferson Courthouse and Square","054","15309","Narrated","1835-01-01 to 1835-12-31","Antebellum (1831-1860)","","","","","","","","","","","","","","And until he passed through town on his way back","24491","26.05","61.90","<p>The narrative notes that the architect passed through Jefferson on his way out of Yoknapatawpha ""two years"" after first arriving there, and uses that occasion to tell us that during the two years he spent in the county he never came to town (26).  [SOURCE: Narrator]</p>","","","0","Movement > Return | Perceptual > Seeing","Interpretation > Ambiguity | Narrative > Anticipation | Narrative > Withholding","Nationality > Foreigners","Place > Jefferson","Commercial > Employer-employee | Hierarchical > Leader","Absence/Loss > Absence | Absence/Loss > Separation | Arrivals/Departures > Departing Yoknapatawpha | Time > Long passage of time"
"Absalom, Absalom!","AA","25","25","Compson Place","009","15464","Narrated","1862-01-01 to 1864-12-31","Civil War (1861-1865)","","","","","","","","","","","","","","it would be years yet before he would become","24490","25.03","316.50","<p>The narrator notes the moment when ""General Compson"" actually became a general, which happened ""years"" after he learned that Sutpen was too poor to buy drinks when he first arrived in Jefferson (25).  Compson was promoted to general sometime during the Civil War, but the novel, which refers to him ""General Compson"" along with ""Quentin's grandfather"" throughout, though he didn't become a grandfather until long after the Civil War.  [SOURCE: Narrator]</p>","","","0","Bodily > Drinking | Economic > Paying | Mental > Learning | Mental > Understanding","Interpretation > Explanatory passage | Narrative > Anticipation | Narrative > Parentheses | Narrative > Temporal discontinuity","Class > Status, low | Economy > Poverty","","Friendship > Adult friends","Money > Lacking | Money > Need for | Naming > Change over time | Time > Long passage of time | Time > Simultaneity of time"
"Flags in the Dust","FD","278","278","Jefferson Courthouse and Square","054","1466, 1389","Narrated","1919-08-01 to 1919-08-31","World War I(1914-1919)","","","","","","","","","","","","","","and he drove on.  As he crossed the square","24487","278.02","166.10","<p>Bryon drives out of Jefferson, ""cursing"" the town's night marshal ""with silent and bitter derision"" (278).</p>","","","0","Movement > Car | Verbal > Cursing","","","","","Arrivals/Departures > Departure"
"Flags in the Dust","FD","272","273","Sartoris Bank|Merchants' and Farmers' Bank","001","1426, 1387, 1389","Narrated","1919-08-01 to 1919-08-31","World War I(1914-1919)","","","","","","","","","","","","","","At two oclock he was back at his desk.","24486","272.02","160.40","<p>At the end of the day in the bank, Byron sets the stage for his robbery.</p>","","","0","Bodily > Drooling | Mental > Planning | Moral > Deception","","Crime > Theft|Robbery","","",""
"Flags in the Dust","FD","272","272","Jefferson Negro Store District","1118","1389, 1602","Narrated","1919-08-01 to 1919-08-31","World War I(1914-1919)","","","","","","","","","","","","","","Snopes repaired to a street occupied by negro stores","24485","272.01","160.30","<p>Byron seeks out (and finds) a ""negro man"" from whom to buy a car in ""a street occupied by negro stores and barber shops"" (272).</p>","","","0","Bodily > Eating | Economic > Buying","","","Place > Negro district","",""
"The Mansion","M","450","451","De Spain Mansion","053","14874","Narrated","1946-09-26 to 1946-09-28","Midcentury (1941-)","","","","","","","","","","","","","","Then, with his flashlight and pistol and","24483","450.04","705.10","<p>Biglin sits under Flem's window every night to protect him from Mink.</p>","","14366, 14698, 14699","0","Perceptual > Professional surveillance","","","Time of Day > Night | Time of Year > September","","Animals > Dogs"
"The Mansion","M","218","218","New Orleans, Louisiana","146","14862","Narrated","1923-01-01 to 1923-12-31","The Twenties (1920-1929)","","","","","","","","","","","","","","Then there were two children, an heir and a princess","24478","218.01","264.05","<p>Harriss dies in New Orleans of a ""thirty-eight calibre occupational disease"" - i.e., he is a gangster and is shot to death (218).</p>","","14869, 14861, 14866","0","Violent > Shooting","Allusion, Geographical > New Orleans, Louisiana | Recurring Episodes > Harriss' death","","Public > Barber shop","","Death > Murder"
"The Mansion","M","162","162","Flem Snopes' Bungalow","574","14367","Narrated","1927-04-03 to 1927-04-30","The Twenties (1920-1929)","","","","","","","","","","","","","","it wasn't until about eleven o'clock that she seemed","24477","162.02","343.10","<p>""About eleven o'clock"" Eula uses a pistol to kill herself (162).</p>","","","0","Violent > Suicide","Narrative > First-person vernacular","","Time of Day > Eleven o'clock p.m.","",""
"The Mansion","M","109","110","Parchman Penitentiary","212","14362, 14626","Narrated","1942-02-14","Midcentury (1941-)","","","","","","","","","","","","","","On Valentines Day it was home-made: the coarse","24476","109.03","527.10","<p>On Valentine's Day Mink receives another threat from Stillwell, this time in the form of an ironic valentine card.</p>","","14619","0","Communication > Letter | Verbal > Conversation | Verbal > Threat","","","Place > Penitentiary | Time of Year > Valentine's Day","","Texts > Drawing | Time > Awareness of time"
"The Mansion","M","100","101","Mink Snopes' Farm","860","15128, 19065, 14362, 14444","Remembered","1903-01-01 to 1908-06-06","Turn of the Century (1890-1913)","","","","","","","","","","","","","","now worn too to leather-toughness that half","24475","100.03","22.50","<p>Mink remembers how his wife has aged, which evokes thoughts about his daughters - and how the lives they lead as tenant farmers will defeat them all.</p>","Sharecropping, Nature, Fertility, Aging, the Body, Materiality, Agriculture","","0","Emotional > Defiance | Mental > Remembering","Typography/Orthography > Italics","Age > Premature aging | Economy > Tenantry|Share-cropping","Domestic Space > Field","","Futility > Nothing to do"
