"TextCode","DisplayName","SortName","About"
"","Jay Watson","Watson, Jay","<p>Jay Watson, a founding advisory editor for DY, is Distinguished Professor of English and Howry Professor of Faulkner Studies at the University of Mississippi, where he has taught since 1989. Author or editor of fifteen books, most recently <em>Fossil Fuel Faulkner: Energy, Modernity and the US South </em>(Oxford, 2022), he was president of the William Faulkner Society from 2009 to 2012.</p>
"
"SMO","Mike Wainwright","Wainwright, Mike","<p>Michael Wainwright holds the position of Honorary Research Associate with the English Department at Royal Holloway, University of London. His monographs include <em>Darwin and Faulkner's Novels: Evolution and Southern Fiction</em> (2008), <em>The Rational Shakespeare: Peter Ramus, Edward de Vere, and the Question of Authorship</em> (2018), and <em>Faulkner's Ethics: An Intense Struggle</em> (2021).</p>
"
"HUW","Mike Wainwright","Wainwright, Mike","<p>Michael Wainwright holds the position of Honorary Research Associate with the English Department at Royal Holloway, University of London. His monographs include <em>Darwin and Faulkner's Novels: Evolution and Southern Fiction</em> (2008), <em>The Rational Shakespeare: Peter Ramus, Edward de Vere, and the Question of Authorship</em> (2018), and <em>Faulkner's Ethics: An Intense Struggle</em> (2021).</p>
"
"KGB","Mike Wainwright","Wainwright, Mike","<p>Michael Wainwright holds the position of Honorary Research Associate with the English Department at Royal Holloway, University of London. His monographs include <em>Darwin and Faulkner's Novels: Evolution and Southern Fiction</em> (2008), <em>The Rational Shakespeare: Peter Ramus, Edward de Vere, and the Question of Authorship</em> (2018), and <em>Faulkner's Ethics: An Intense Struggle</em> (2021).</p>
"
"J","Christopher Rieger","Rieger, Christopher","<p>Christopher Rieger was the Director of the Center for Faulkner Studies and Professor of English at Southeast Missouri State University until 2023. He is the author of <em>Clear-Cutting Eden: Ecology and the Pastoral in Southern Literature</em> and <em>Faulkner's Fashions: Gender, Race, Class, and Clothing</em>, and the co-editor of six essay collections, including <em>Faulkner & Morrison</em>, <em>Faulkner & Hurston</em>, <em>Faulkner & Hemingway</em>, and <em>Faulkner & Garcia Marquez</em>. He currently works for the U.S. Department of State.</p>
"
"EIC","Christopher Rieger","Rieger, Christopher","<p>Christopher Rieger was the Director of the Center for Faulkner Studies and Professor of English at Southeast Missouri State University until 2023. He is the author of <em>Clear-Cutting Eden: Ecology and the Pastoral in Southern Literature</em> and <em>Faulkner's Fashions: Gender, Race, Class, and Clothing</em>, and the co-editor of six essay collections, including <em>Faulkner & Morrison</em>, <em>Faulkner & Hurston</em>, <em>Faulkner & Hemingway</em>, and <em>Faulkner & Garcia Marquez</em>. He currently works for the U.S. Department of State.</p>
"
"T","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"ADP","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"CB","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"TM","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"BE","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"MNK","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"KGB","Lorie Watkins","Watkins, Lorie","<p>Lorie Watkins received her Ph.D. from the University of Southern Mississippi and is Professor of English at William Carey University. She recently edited and contributed to <em>A Literary History of Mississippi</em> and is the author of <em>William Faulkner, Gavin Stevens, and the Cavalier Tradition</em>. She has published various essays on Faulkner and is a former William Faulkner Society Faulkner and Yoknapatawpha Conference student fellow.</p>
"
"SAS","Kristi Humphreys","Humphreys, Kristi","<p>Kristi Rowan Humphreys is Lecturer of English at Baylor University in Waco, Texas, where she teaches American literature, British Literature, and writing courses. Her publications include chapters on William Faulkner in anthologies with the University Press of Mississippi and Southeast Missouri State University Press. Research interests primarily focus on Faulkner's fiction in men's magazines.</p>
"
"SNP","Scott T. Chancellor","Chancellor, Scott T.","<p>Lieutenant Colonel Scott T. Chancellor, speechwriter and analyst for the Chief of Staff of the Army, taught at the United States Military Academy before moving to the Pentagon.  He hosted the 2012 conference ""Faulkner and West Point at 50: The Writer in Public,"" and is editing a volume of papers from it.  He is also working on a manuscript entitled <em>Faulkner's Judaism: Unraveling the Myths of Origins</em>.</p>
"
"RAI","Scott T. Chancellor","Chancellor, Scott T.","<p>Lieutenant Colonel Scott T. Chancellor, speechwriter and analyst for the Chief of Staff of the Army, taught at the United States Military Academy before moving to the Pentagon.  He hosted the 2012 conference ""Faulkner and West Point at 50: The Writer in Public,"" and is editing a volume of papers from it.  He is also working on a manuscript entitled <em>Faulkner's Judaism: Unraveling the Myths of Origins</em>.</p>
"
"TWS","Scott T. Chancellor","Chancellor, Scott T.","<p>Lieutenant Colonel Scott T. Chancellor, speechwriter and analyst for the Chief of Staff of the Army, taught at the United States Military Academy before moving to the Pentagon.  He hosted the 2012 conference ""Faulkner and West Point at 50: The Writer in Public,"" and is editing a volume of papers from it.  He is also working on a manuscript entitled <em>Faulkner's Judaism: Unraveling the Myths of Origins</em>.</p>
"
"LD","John Corrigan","Corrigan, John","<p>John Michael Corrigan is Professor of English at National Chengchi University in Taiwan. His books include <em>Faulkner's Cartographies of Consciousness</em> (Cambridge University Press, Forthcoming 2024). <em>American Metempsychosis: Emerson, Whitman, and the New Poetry</em> (Fordham University Press, 2012), and the edited volume <em>Romantic Legacies: Transnational and Transdisciplinary Contexts</em> (Routledge, 2019).</p>
"
"H","John Corrigan","Corrigan, John","<p>John Michael Corrigan is Professor of English at National Chengchi University in Taiwan. His books include <em>Faulkner's Cartographies of Consciousness</em> (Cambridge University Press, Forthcoming 2024). <em>American Metempsychosis: Emerson, Whitman, and the New Poetry</em> (Fordham University Press, 2012), and the edited volume <em>Romantic Legacies: Transnational and Transdisciplinary Contexts</em> (Routledge, 2019).</p>
"
"M","John Corrigan","Corrigan, John","<p>John Michael Corrigan is Professor of English at National Chengchi University in Taiwan. His books include <em>Faulkner's Cartographies of Consciousness</em> (Cambridge University Press, Forthcoming 2024). <em>American Metempsychosis: Emerson, Whitman, and the New Poetry</em> (Fordham University Press, 2012), and the edited volume <em>Romantic Legacies: Transnational and Transdisciplinary Contexts</em> (Routledge, 2019).</p>
"
"BAR","John Corrigan","Corrigan, John","<p>John Michael Corrigan is Professor of English at National Chengchi University in Taiwan. His books include <em>Faulkner's Cartographies of Consciousness</em> (Cambridge University Press, Forthcoming 2024). <em>American Metempsychosis: Emerson, Whitman, and the New Poetry</em> (Fordham University Press, 2012), and the edited volume <em>Romantic Legacies: Transnational and Transdisciplinary Contexts</em> (Routledge, 2019).</p>
"
"LD","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"UV","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"T","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"MY","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"UNV","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"VEN","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"SMO","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"HUW","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"KGB","Jennie J. Joiner","Joiner, Jennie J.","<p>Jennie J. Joiner is a Professor of English at Keuka College in upstate New York, where she teaches American literature courses grounded in studies of place and geography. Her publications include articles on William Faulkner in the <em>Faulkner Journal</em>, <em>Mississippi Quarterly</em>, the <em>Flannery O'Connor Review</em>, and <em>Digitizing Faulkner: Yoknapatawpha in the Twenty-First Century</em>, edited by Theresa M. Towner and published by the University of Virginia Press.</p>
"
"UV","Dorette Sobolewski","Sobolewski, Dorette","<p>Dorette Sobolewski is a PhD Candidate in American Studies at the University of Glasgow in Scotland. Her thesis research focuses on class, history, and region in the novels of Willa Cather and Ellen Glasgow. Her publications include an article on the Southern race and class constructs in William Faulkner's fiction, published in <em>Bonds and Borders: Identity, Imagination and Transformation</em> (Cambridge Scholars Publishing), and a paper on Faulkner and the Southern plantation mansion published as conference proceedings by the University of Cambridge.</p>
"
"MGM","Dorette Sobolewski","Sobolewski, Dorette","<p>Dorette Sobolewski is a PhD Candidate in American Studies at the University of Glasgow in Scotland. Her thesis research focuses on class, history, and region in the novels of Willa Cather and Ellen Glasgow. Her publications include an article on the Southern race and class constructs in William Faulkner's fiction, published in <em>Bonds and Borders: Identity, Imagination and Transformation</em> (Cambridge Scholars Publishing), and a paper on Faulkner and the Southern plantation mansion published as conference proceedings by the University of Cambridge.</p>
"
"MY","Dorette Sobolewski","Sobolewski, Dorette","<p>Dorette Sobolewski is a PhD Candidate in American Studies at the University of Glasgow in Scotland. Her thesis research focuses on class, history, and region in the novels of Willa Cather and Ellen Glasgow. Her publications include an article on the Southern race and class constructs in William Faulkner's fiction, published in <em>Bonds and Borders: Identity, Imagination and Transformation</em> (Cambridge Scholars Publishing), and a paper on Faulkner and the Southern plantation mansion published as conference proceedings by the University of Cambridge.</p>
"
"TWQ","Dorette Sobolewski","Sobolewski, Dorette","<p>Dorette Sobolewski is a PhD Candidate in American Studies at the University of Glasgow in Scotland. Her thesis research focuses on class, history, and region in the novels of Willa Cather and Ellen Glasgow. Her publications include an article on the Southern race and class constructs in William Faulkner's fiction, published in <em>Bonds and Borders: Identity, Imagination and Transformation</em> (Cambridge Scholars Publishing), and a paper on Faulkner and the Southern plantation mansion published as conference proceedings by the University of Cambridge.</p>
"
"RAI","Dorette Sobolewski","Sobolewski, Dorette","<p>Dorette Sobolewski is a PhD Candidate in American Studies at the University of Glasgow in Scotland. Her thesis research focuses on class, history, and region in the novels of Willa Cather and Ellen Glasgow. Her publications include an article on the Southern race and class constructs in William Faulkner's fiction, published in <em>Bonds and Borders: Identity, Imagination and Transformation</em> (Cambridge Scholars Publishing), and a paper on Faulkner and the Southern plantation mansion published as conference proceedings by the University of Cambridge.</p>
"
"SY","Ben Robbins","Robbins, Ben","<p>Ben Robbins is a senior postdoctoral researcher in the Department of American Studies at the University of Innsbruck (Austria) and project leader of ""Networked Narratives: Queer Exile Literature 1900–69,"" which is funded by the Austrian Science Fund (FWF). He is the author of <em>Faulkner's Hollywood Novels: Women between Page and Screen</em> (University of Virginia Press, 2024). His work on Faulkner has appeared in the <em>Journal of Screenwriting</em>, the <em>Faulkner Journal</em>, and <em>Genre</em><span> and in the edited collections <em>Faulkner and the Black Literatures of the Americas</em> and <em>Digitizing Faulkner</em>. His piece on Faulkner’s short story ""Death Drag"" and DY, which was published in <em>Studies in American Culture</em>, received the Jerome Stern Award for the best article in the journal in 2016.</span></p>
"
"GDM","Ben Robbins","Robbins, Ben","<p>Ben Robbins is a senior postdoctoral researcher in the Department of American Studies at the University of Innsbruck (Austria) and project leader of ""Networked Narratives: Queer Exile Literature 1900–69,"" which is funded by the Austrian Science Fund (FWF). He is the author of <em>Faulkner's Hollywood Novels: Women between Page and Screen</em> (University of Virginia Press, 2024). His work on Faulkner has appeared in the <em>Journal of Screenwriting</em>, the <em>Faulkner Journal</em>, and <em>Genre</em><span> and in the edited collections <em>Faulkner and the Black Literatures of the Americas</em> and <em>Digitizing Faulkner</em>. His piece on Faulkner’s short story ""Death Drag"" and DY, which was published in <em>Studies in American Culture</em>, received the Jerome Stern Award for the best article in the journal in 2016.</span></p>
"
"M","Ben Robbins","Robbins, Ben","<p>Ben Robbins is a senior postdoctoral researcher in the Department of American Studies at the University of Innsbruck (Austria) and project leader of ""Networked Narratives: Queer Exile Literature 1900–69,"" which is funded by the Austrian Science Fund (FWF). He is the author of <em>Faulkner's Hollywood Novels: Women between Page and Screen</em> (University of Virginia Press, 2024). His work on Faulkner has appeared in the <em>Journal of Screenwriting</em>, the <em>Faulkner Journal</em>, and <em>Genre</em><span> and in the edited collections <em>Faulkner and the Black Literatures of the Americas</em> and <em>Digitizing Faulkner</em>. His piece on Faulkner’s short story ""Death Drag"" and DY, which was published in <em>Studies in American Culture</em>, received the Jerome Stern Award for the best article in the journal in 2016.</span></p>
"
"OLD","Ben Robbins","Robbins, Ben","<p>Ben Robbins is a senior postdoctoral researcher in the Department of American Studies at the University of Innsbruck (Austria) and project leader of ""Networked Narratives: Queer Exile Literature 1900–69,"" which is funded by the Austrian Science Fund (FWF). He is the author of <em>Faulkner's Hollywood Novels: Women between Page and Screen</em> (University of Virginia Press, 2024). His work on Faulkner has appeared in the <em>Journal of Screenwriting</em>, the <em>Faulkner Journal</em>, and <em>Genre</em><span> and in the edited collections <em>Faulkner and the Black Literatures of the Americas</em> and <em>Digitizing Faulkner</em>. His piece on Faulkner’s short story ""Death Drag"" and DY, which was published in <em>Studies in American Culture</em>, received the Jerome Stern Award for the best article in the journal in 2016.</span></p>
"
"DD","Ben Robbins","Robbins, Ben","<p>Ben Robbins is a senior postdoctoral researcher in the Department of American Studies at the University of Innsbruck (Austria) and project leader of ""Networked Narratives: Queer Exile Literature 1900–69,"" which is funded by the Austrian Science Fund (FWF). He is the author of <em>Faulkner's Hollywood Novels: Women between Page and Screen</em> (University of Virginia Press, 2024). His work on Faulkner has appeared in the <em>Journal of Screenwriting</em>, the <em>Faulkner Journal</em>, and <em>Genre</em><span> and in the edited collections <em>Faulkner and the Black Literatures of the Americas</em> and <em>Digitizing Faulkner</em>. His piece on Faulkner’s short story ""Death Drag"" and DY, which was published in <em>Studies in American Culture</em>, received the Jerome Stern Award for the best article in the journal in 2016.</span></p>
"
"SF","Sarah Perkins","Perkins, Sarah","<p>Sarah Perkins is a doctoral candidate in English at Stanford University. Currently a Mellon fellow at the Stanford Humanities Center and a former fellow at the Center for Comparative Studies in Race and Ethnicity (CCSRE), she specializes in late nineteenth and early twentieth century American literature. Her dissertation, <em>Dixie Bound: An American Mystery</em>, explores the cultural history of the song, ""I Wish I Was In Dixie.""</p>
"
"TO","Sarah Perkins","Perkins, Sarah","<p>Sarah Perkins is a doctoral candidate in English at Stanford University. Currently a Mellon fellow at the Stanford Humanities Center and a former fellow at the Center for Comparative Studies in Race and Ethnicity (CCSRE), she specializes in late nineteenth and early twentieth century American literature. Her dissertation, <em>Dixie Bound: An American Mystery</em>, explores the cultural history of the song, ""I Wish I Was In Dixie.""</p>
"
"RET","Sarah Perkins","Perkins, Sarah","<p>Sarah Perkins is a doctoral candidate in English at Stanford University. Currently a Mellon fellow at the Stanford Humanities Center and a former fellow at the Center for Comparative Studies in Race and Ethnicity (CCSRE), she specializes in late nineteenth and early twentieth century American literature. Her dissertation, <em>Dixie Bound: An American Mystery</em>, explores the cultural history of the song, ""I Wish I Was In Dixie.""</p>
"
"AMB","Peter Froehlich","Froehlich, Peter","<p>Peter Alan Froehlich is Assistant Professor of English at Pennsylvania State University, Hazleton. His primary research interests include the grotesque, frontier mythology, and masculinity in Faulkner. His interest in Digital Humanities traces back to a previous career as a designer of massively multiplayer online role playing games. His current engagement in the scholarship of teaching and learning with technology includes research on digital storytelling in first-year composition classes.</p>
"
"LD","William Teem","Teem, William","<p>William M. Teem IV received his MA from the University of Virginia and is currently ABD from Georgia State University, writing his dissertation on William Faulkner.  He teaches English for Georgia Northwestern Technical College.  Often speaking at regional and national conferences, he has published a number of journal articles on Southern Literature, particularly on the works of Lee Smith.</p>
"
"AMB","William Teem","Teem, William","<p>William M. Teem IV received his MA from the University of Virginia and is currently ABD from Georgia State University, writing his dissertation on William Faulkner.  He teaches English for Georgia Northwestern Technical College.  Often speaking at regional and national conferences, he has published a number of journal articles on Southern Literature, particularly on the works of Lee Smith.</p>
"
"LA","Chad Jewett","Jewett, Chad","<p>Chad M. Jewett is a doctoral candidate in English at the University of Connecticut. Chad's work focuses on twentieth century African American and Southern literature and has appeared in the <em>Southern Literary Journal</em> and is forthcoming in <em>The African American Review</em>, <em>The Faulkner Journal</em>, and the <em>Mississippi Quarterly</em>.</p>
"
"TO","Chad Jewett","Jewett, Chad","<p>Chad M. Jewett is a doctoral candidate in English at the University of Connecticut. Chad's work focuses on twentieth century African American and Southern literature and has appeared in the <em>Southern Literary Journal</em> and is forthcoming in <em>The African American Review</em>, <em>The Faulkner Journal</em>, and the <em>Mississippi Quarterly</em>.</p>
"
"GOD","Chad Jewett","Jewett, Chad","<p>Chad M. Jewett is a doctoral candidate in English at the University of Connecticut. Chad's work focuses on twentieth century African American and Southern literature and has appeared in the <em>Southern Literary Journal</em> and is forthcoming in <em>The African American Review</em>, <em>The Faulkner Journal</em>, and the <em>Mississippi Quarterly</em>.</p>
"
"SF","Julie Napolin","Napolin, Julie","<p>Julie Beth Napolin is Associate Professor of Digital Humanities at The New School. In 2013-2014 she was an Associate Director of Digital Yoknapatawpha. Her book, <em>The Fact of Resonance: Modernist Acoustics and Narrative Form</em> (Fordham UP 2020), reads the work of Faulkner within the soundscape of global modernism and was shortlisted for the 2021 Memory Studies Association First Book Award. She is the Co-President of the William Faulkner Society and President of the New School chapter of the AAUP. She's published work on Faulkner in <em>Symploke</em>, <em>Fifty Years After Faulkner</em>, <em>Faulkner and the Family</em>, and <em>Faulkner and Slavery</em>. She is the producer of an oral history of Henry Street Settlement in the time of Covid-19, acquired by the NYPL in 2022.</p>
"
"TES","Julie Napolin","Napolin, Julie","<p>Julie Beth Napolin is Associate Professor of Digital Humanities at The New School. In 2013-2014 she was an Associate Director of Digital Yoknapatawpha. Her book, <em>The Fact of Resonance: Modernist Acoustics and Narrative Form</em> (Fordham UP 2020), reads the work of Faulkner within the soundscape of global modernism and was shortlisted for the 2021 Memory Studies Association First Book Award. She is the Co-President of the William Faulkner Society and President of the New School chapter of the AAUP. She's published work on Faulkner in <em>Symploke</em>, <em>Fifty Years After Faulkner</em>, <em>Faulkner and the Family</em>, and <em>Faulkner and Slavery</em>. She is the producer of an oral history of Henry Street Settlement in the time of Covid-19, acquired by the NYPL in 2022.</p>
"
